Time (s),Force (N),Displacement (mm),Strain,Stress (MPa)
325.657,0.2975000000000023,104.44080875,3.1648729924242427,0.6197916666666715
325.707,0.2975500000000023,104.457145,3.1653680303030303,0.6198958333333382
325.757,0.2976750000000023,104.47348125,3.1658630681818183,0.6201562500000048
325.807,0.2978000000000023,104.4898175,3.1663581060606063,0.6204166666666715
325.857,0.29796250000000224,104.50615375,3.166853143939394,0.620755208333338
325.907,0.29812500000000225,104.52248999999999,3.1673481818181815,0.6210937500000047
325.957,0.2982125000000022,104.53883125,3.1678433712121215,0.6212760416666713
326.007,0.2983000000000022,104.5551675,3.168338409090909,0.6214583333333379
326.057,0.29850000000000215,104.57150375,3.168833446969697,0.6218750000000045
326.107,0.29870000000000213,104.58784,3.169328484848485,0.6222916666666711
326.157,0.29885000000000217,104.60417625,3.1698235227272726,0.6226041666666712
326.207,0.29900000000000215,104.62051249999999,3.17031856060606,0.6229166666666712
326.257,0.29912500000000214,104.636855,3.170813787878788,0.6231770833333378
326.307,0.2992500000000021,104.65319,3.171308787878788,0.6234375000000044
326.357,0.2992375000000021,104.669525,3.1718037878787877,0.6234114583333378
326.407,0.2992250000000021,104.68586,3.172298787878788,0.623385416666671
326.457,0.29927500000000207,104.702195,3.172793787878788,0.6234895833333377
326.507,0.2993250000000021,104.71853125,3.1732888257575755,0.6235937500000044
326.557,0.2993375000000021,104.73487374999999,3.1737840530303028,0.623619791666671
326.607,0.29935000000000206,104.75120999999999,3.1742790909090903,0.6236458333333377
326.657,0.299387500000002,104.76754625000001,3.1747741287878792,0.6237239583333376
326.707,0.29942500000000205,104.7838825,3.175269166666667,0.6238020833333376
326.757,0.29948750000000207,104.80021875,3.1757642045454544,0.623932291666671
326.807,0.2995500000000021,104.816555,3.1762592424242424,0.6240625000000044
326.857,0.2995375000000021,104.83288999999999,3.1767542424242423,0.6240364583333378
326.907,0.2995250000000021,104.84921999999999,3.1772490909090907,0.624010416666671
326.957,0.2995250000000021,104.86555000000001,3.17774393939394,0.624010416666671
327.007,0.2995250000000021,104.88188,3.178238787878788,0.624010416666671
327.057,0.2996250000000021,104.89820999999999,3.1787336363636363,0.6242187500000044
327.107,0.2997250000000021,104.91454624999999,3.179228674242424,0.6244270833333376
327.158,0.29985000000000206,104.93088250000001,3.1797237121212123,0.6246875000000043
327.208,0.299975000000002,104.94721875,3.1802187500000003,0.6249479166666708
327.258,0.300100000000002,104.963555,3.180713787878788,0.6252083333333375
327.308,0.30022500000000196,104.97989125,3.1812088257575755,0.6254687500000041
327.358,0.3002000000000019,104.9962275,3.181703863636364,0.6254166666666706
327.408,0.3001750000000019,105.01256874999999,3.1821990530303026,0.6253645833333373
327.458,0.30018750000000194,105.02890500000001,3.182694090909091,0.6253906250000041
327.508,0.3002000000000019,105.04524125,3.183189128787879,0.6254166666666706
327.558,0.3002000000000019,105.0615775,3.1836841666666666,0.6254166666666706
327.608,0.3002000000000019,105.07791375,3.1841792045454542,0.6254166666666706
327.658,0.3001000000000019,105.09425000000002,3.184674242424243,0.6252083333333374
327.708,0.30000000000000193,105.11059250000001,3.18516946969697,0.625000000000004
327.758,0.29985000000000195,105.12692750000001,3.18566446969697,0.6246875000000041
327.808,0.29970000000000196,105.14326249999999,3.1861594696969693,0.6243750000000041
327.858,0.299600000000002,105.15959749999999,3.186654469696969,0.6241666666666708
327.908,0.299500000000002,105.17593374999998,3.187149507575757,0.6239583333333375
327.958,0.29945000000000194,105.19227000000001,3.1876445454545457,0.6238541666666707
328.008,0.29940000000000194,105.2086125,3.188139772727273,0.623750000000004
328.058,0.29940000000000194,105.22494875,3.1886348106060605,0.623750000000004
328.108,0.29940000000000194,105.24128499999999,3.189129848484848,0.623750000000004
328.158,0.2994125000000019,105.25762125000001,3.189624886363637,0.6237760416666707
328.208,0.2994250000000019,105.27395750000001,3.1901199242424245,0.6238020833333373
328.258,0.2993000000000019,105.29029375,3.190614962121212,0.6235416666666707
