0,0
0,0
0.0175,0
0.04875,0
0.06875,0
0.09125,0
0.1175,0
0.14375,0
0.16625,0
0.1875,0
0.21125,0
0.2375,0
0.26375,0
0.285,0
0.30625,0
0.33125,0
0.35875,0
0.3825,0
0.4025,0
0.42625,0
0.45125,0
0.47875,0
0.50125,0
0.5225,0
0.545,0
0.5725,0
0.5975,0
0.62,0
0.64125,0
0.665,0
0.6925,0
0.7175,0
0.7375,0
0.76125,0
0.78625,0
0.8125,0
0.835,0
0.8575,0
0.88,0
0.90625,0
0.9325,0
0.95375,0
0.97625,0
1,0
1.0275,0
1.05125,0
1.0725,0
1.095,0
1.12125,0
1.1475,0
1.17125,0
1.19125,0
1.21625,0
1.2425,0
1.26875,0
1.29,0
1.31125,0
1.33625,0
1.36375,0
1.3875,0
1.40875,0
1.43125,0
1.4575,0
1.48375,0
1.50625,0
1.5275,0
1.55125,0
1.57875,0
1.60375,0
1.625,0
1.6475,0
1.67125,0
1.69875,0
1.72375,0
1.74375,0
1.7675,0
1.7925,0
1.82,0
1.84125,0
1.86375,0
1.88625,0
1.91375,0
1.93875,0
1.96125,0
1.9825,0
2.0075,0
2.035,0
2.05875,0
2.08,0
2.1025,0
2.12875,0
2.155,0
2.1775,0
2.19875,0
2.2225,0
2.25,0
2.275,0
2.29625,0
2.31875,0
2.34375,0
2.37125,0
2.39375,0
2.41625,0
2.43875,0
2.465,0
2.49125,0
2.51375,0
2.535,0
2.55875,0
2.58625,0
2.61125,0
2.6325,0
2.655,0
2.68,0
2.7075,0
2.73,0
2.75125,0
2.775,0
2.80125,0
2.82625,0
2.85,0
2.87125,0
2.895,0
2.9225,0
2.94625,0
2.9675,0
2.99,0.0925925925925926
3.01625,0
3.0425,0
3.06625,0
3.0875,0.0925925925925926
3.11,0.0925925925925926
3.13625,0.0925925925925926
3.1625,0.0925925925925926
3.185,0.0925925925925926
3.20625,0
3.23,0.0925925925925926
3.2575,0.0925925925925926
3.2825,0.0925925925925926
3.30375,0.0925925925925926
3.32625,0.0925925925925926
3.35125,0.101851851851852
3.37875,0.0925925925925926
3.4025,0.0925925925925926
3.4225,0.0925925925925926
3.44625,0.101851851851852
3.4725,0.101851851851852
3.49875,0.0925925925925926
3.52,0.101851851851852
3.5425,0.101851851851852
3.56625,0.101851851851852
3.59375,0.101851851851852
3.61875,0.101851851851852
3.64,0.101851851851852
3.6625,0.0925925925925926
3.6875,0.101851851851852
3.715,0.101851851851852
3.7375,0.111111111111111
3.75875,0.101851851851852
3.7825,0.101851851851852
3.80875,0.111111111111111
3.835,0.101851851851852
3.85625,0.101851851851852
3.87875,0.101851851851852
3.90375,0.101851851851852
3.93,0.101851851851852
